Lionni, Leo|Frederick|General Fiction / GF|1967-06Jun-1967|04
Emberley, Barbara|Drummer Hoff|General Fiction / GF|1967-10Oct-1967|00
Corbin, William|Smoke|General Fiction / GF|1967-06Jun-1967|00
McPherson, James Alan|Hue and Cry: Stories|General Fiction / GF|1968-011968|05
Carvic, Heron|Picture Miss Seeton|Amateur Sleuth / AS|1968-011968|03.5
Hudson, Jeffrey|A Case of Need|Suspense / S|1968-08Aug-1968|04
MacDonald, Ross|The Instant Enemy|Private Investigator / PI|1968-011968|03
Sjowall, Maj; Wahloo, Per|The Laughing Policeman|Police/Detective/Law Enforcement / PD|1968-011968|04
Uhnak, Dorothy|The Bait|Police/Detective/Law Enforcement / PD|1968-011968|01
Westlake, Donald E.|God Save the Mark|Suspense / S|1968-011968|04
L'Amour, Louis|Down the Long Hills|Historical / H|1968-01Jan-1968|04.5
Moorcock, Michael|Behold the Man|Fantasy / F|1968-011968|04
Le Guin, Ursula K.|A Wizard of Earthsea|Epic Fantasy / EF|1968-11Nov-1968|04
Patten, Lewis B.|The Red Sabbath|Historical / H|1968-011968|00
Konigsburg, E.L.|From the Mixed-Up Files of Mrs. Basil E. Frankweiler|Suspense / S|1968-011968|04.5
De Jong, Meindert|Journey from Peppermint Street|General Fiction / GF|1968-06Jun-1968|04
Hooker, Richard|M*A*S*H|General Fiction / GF|1968-06Jun-1968|03.5
Jones, James|The Ice-Cream Headache, and Other Stories|General Fiction / GF|1968-01Jan-1968|05
Solzhenitsyn, Aleksandr Isaevich|The First Circle|General Fiction / GF|1968-06Jun-1968|04
Zindel, Paul|The Pigman|General Fiction / GF|1968-10Oct-1968|04
Momaday, N. Scott|House Made of Dawn|General Fiction / GF|1968-011968|04
Paulsen, Gary|Mr. Tucket / Chance for Escape|Historical / H|1968-011968|04.5
Cleary, Beverly|Ramona the Pest|General Fiction / GF|1968-011968|04.5
Mukerji, Dhan Gopal|Gay-Neck|General Fiction / GF|1968-08Aug-1968|03.5
Mosel, Arlene|Tikki Tikki Tembo|General Fiction / GF|1968-04Apr-1968|04
Ransome, Arthur|The Fool of the World and the Flying Ship|Fantasy / F|1968-02Feb-1968|03
Dayrell, Elphinstone|Why the Sun and the Moon Live in the Sky|Fantasy / F|1968-011968|03.5
Puzo, Mario|The Godfather|Suspense / S|1969-03Mar-1969|04.5
Dickinson, Peter|The Old English Peep Show|Suspense / S|1969-011969|03
Francis, Dick|Forfeit|Suspense / S|1969-06Jun-1969|04
Gores, Joe|A Time for Predators|Suspense / S|1969-011969|00
Lathen, Emma|When in Greece|Amateur Sleuth / AS|1969-011969|05
Stark, Richard|The Sour Lemon Score|Action Adventure / AA|1969-011969|04
Adams, Clifton|Tragg's Choice|Historical / H|1969-011969|00
Ellison, Harlan|The Beast That Shouted Love at the Heart of the World|Science Fiction / SF|1969-011969|04
Silverberg, Robert|Nightwings|Science Fiction / SF|1969-011969|05
Brunner, John|Stand on Zanzibar|Science Fiction / SF|1969-011969|04
Le Guin, Ursula K.|The Left Hand of Darkness|Science Fiction / SF|1969-03Mar-1969|04
Panshin, Alexei|Rite of Passage|Science Fiction / SF|1969-011969|00
Wilder, Thornton|The Eighth Day|Suspense / S|1969-06Jun-1969|04
Capps, Benjamin|The White Man's Road|Historical / H|1969-06Jun-1969|00
Alexander, Lloyd|High King|Fantasy / F|1969-011969|05
Cavanna, Betty|Spice Island Mystery|General Fiction / GF|1969-06Jun-1969|00
Wright, Richard A.|Native Son|General Fiction / GF|1969-11Nov-1969|03.5
Kosinski, Jerzy|Steps|General Fiction / GF|1969-011969|04
Armstrong, William Howard|Sounder|Historical / H|1969-06Jun-1969|05
Sobol, Donald J.|Encyclopedia Brown Keeps the Peace|Mystery / M|1969-09Sep-1969|04.5
Ish-Kishor, Sulamith|Our Eddie|General Fiction / GF|1969-011969|04
Steig, William|Sylvester and the Magic Pebble|General Fiction / GF|1969-011969|04
Lionni, Leo|Alexander and the Wind-Up Mouse|General Fiction / GF|1969-011969|04
Thompson, Kay|Eloise|General Fiction / GF|1969-05May-1969|03
Turkle, Brinton|Thy Friend, Obadiah|Historical / H|1969-04Apr-1969|04
Bach, Richard|Jonathan Livingston Seagull|General Fiction / GF|1970-09Sep-1970|03.5
Hillerman, Tony|The Blessing Way|Police/Detective/Law Enforcement / PD|1970-03Mar-1970|04
Moyes, Patricia|Many Deadly Returns / Who Saw Her Die?|Police/Detective/Law Enforcement / PD|1970-011970|04.5
Sanders, Lawrence|The Anderson Tapes|Suspense / S|1970-06Jun-1970|04
Westlake, Donald E.|The Hot Rock|Mystery / M|1970-05May-1970|03.5
Adams, Clifton|Last Days of Wolf Garnett|Historical / H|1970-011970|00
Harrison, Harry|Stainless Steel Rat|Science Fiction / SF|1970-01Jan-1970|04
Lem, Stanislaw|Solaris|Science Fiction / SF|1970-06Jun-1970|03.5
Le Guin, Ursula K.|The Tombs of Atuan|Epic Fantasy / EF|1970-011970|04
Niven, Larry|Ringworld|Science Fiction / SF|1970-10Oct-1970|04
Lange, John|Grave Descend|Suspense / S|1970-011970|04
Bellow, Saul|Mr. Sammler's Planet|General Fiction / GF|1970-02Feb-1970|04
Marquez, Gabriel Garcia|One Hundred Years of Solitude|Literary / L|1970-06Jun-1970|04.5
Morrison, Toni|The Bluest Eye|General Fiction / GF|1970-06Jun-1970|03.5
Rubens, Bernice|The Elected Member|General Fiction / GF|1970-011970|03.5
Ehrlich, Jack|The Drowning|General Fiction / GF|1970-011970|00
Lewis, Sinclair|Elmer Gantry|General Fiction / GF|1970-05May-1970|04
Byars, Betsy / Byars, Betsy Cromer|The Summer of the Swans|General Fiction / GF|1970-011970|04
O'Dell, Scott|Sing Down the Moon|Historical / H|1970-011970|03.5
White, E.B.|The Trumpet of the Swan|General Fiction / GF|1970-011970|04
Cleary, Beverly|Runaway Ralph|General Fiction / GF|1970-06Jun-1970|04
Haley, Gail E.|A Story, a Story|General Fiction / GF|1970-02Feb-1970|04.5
Lobel, Arnold|Frog and Toad Are Friends|General Fiction / GF|1970-09Sep-1970|04
Sendak, Maurice|In the Night Kitchen|General Fiction / GF|1970-10Oct-1970|05
Martin, Bill, Jr.|Brown Bear, Brown Bear, What Do You See?|General Fiction / GF|1970-12Dec-1970|04
Corbett, Scott|The Mystery Man|General Fiction / GF|1970-06Jun-1970|00
Blatty, William Peter|The Exorcist|Science Fiction / Fantasy / SFF|1971-011971|03.5
Bonham, Frank|Mystery of the Fat Cat|Mystery / M|1971-08Aug-1971|03
Carr, Albert H.Z.|Finding Maubee|Suspense / S|1971-03Mar-1971|00
James, P.D.|Shroud for a Nightingale|Police/Detective/Law Enforcement / PD|1971-011971|04.5
Lewin, Michael Z.|Ask the Right Question|Private Investigator / PI|1971-011971|04
Smith, Martin Cruz|Gypsy in Amber|Amateur Sleuth / AS|1971-011971|01
Stark, Richard|Slayground|Action Adventure / AA|1971-011971|04
Forsyth, Frederick|The Day of the Jackal|Suspense / S|1971-08Aug-1971|03.5
Kelton, Elmer|The Day the Cowboys Quit|Historical / H|1971-06Jun-1971|04
Cavanna, Betty|The Ghost of Ballyhooly|General Fiction / GF|1971-09Sep-1971|00
Burke, James Lee|Lay Down My Sword and Shield|Police/Detective/Law Enforcement / PD|1971-011971|04.5
Eckert, Allan W.|Incident at Hawk's Hill|Historical / H|1971-011971|04
Naipaul, V.S.|In a Free State|General Fiction / GF|1971-011971|04
Snyder, Zilpha Keatley|The Headless Cupid|Suspense / S|1971-07Jul-1971|04
Hawes, Charles Boardman|The Dark Frigate|General Fiction / GF|1971-06Jun-1971|03
Miles, Miska|Annie and the Old One|General Fiction / GF|1971-011971|04
Hogrogian, Nonny|One Fine Day|General Fiction / GF|1971-09Sep-1971|03
Burningham, John|Mr. Gumpy's Outing|Action Adventure / AA|1971-11Nov-1971|02
Singer, Isaac Bashevis|Why Noah Chose the Dove|General Fiction / GF|1971-011971|00
James, P.D.|An Unsuitable Job for a Woman|Private Investigator / PI|1972-011972|04
Marsh, Ngaio|Tied Up in Tinsel|Police/Detective/Law Enforcement / PD|1972-011972|04
Smith, Martin Cruz|Canto for a Gypsy|Amateur Sleuth / AS|1972-011972|04
White, Robb|Deathwatch|Suspense / S|1972-06Jun-1972|03
Henry, Will|Chiricahua|Historical / H|1972-011972|05
Farmer, Philip Jose|To Your Scattered Bodies Go|Science Fiction / SF|1972-011972|04.5
Silverberg, Robert|A Time of Changes|Science Fiction / SF|1972-011972|04
Barth, John|Chimera|Fantasy / F|1972-08Aug-1972|04
Asimov, Isaac|Gods Themselves|Science Fiction / SF|1972-05May-1972|04.5
Le Guin, Ursula K.|The Farthest Shore|Epic Fantasy / EF|1972-09Sep-1972|04
Le Guin, Ursula K.|The Lathe of Heaven|Science Fiction / SF|1972-011972|04
Malzberg, Barry N.|Beyond Apollo|Science Fiction / SF|1972-011972|04.5
Patten, Lewis B.|A Killing in Kiowa|Historical / H|1972-011972|00
Ball, John Dudley|Five Pieces of Jade|General Fiction / GF|1972-04Apr-1972|00
du Maurier, George|Trilby|General Fiction / GF|1972-02Feb-1972|04
Welty, Eudora|The Optimist's Daughter|General Fiction / GF|1972-011972|04
Mccullers, Carson|The Heart is a Lonely Hunter|General Fiction / GF|1972-05May-1972|04.5
Berger, John|G.|General Fiction / GF|1972-011972|05
Blume, Judy|Otherwise Known as Sheila the Great|General Fiction / GF|1972-09Sep-1972|04
Blume, Judy|Tales of a Fourth Grade Nothing|General Fiction / GF|1972-05May-1972|04
Dahl, Roald|Charlie and the Great Glass Elevator|General Fiction / GF|1972-011972|04.5
George, Jean Craighead|Julie of the Wolves|General Fiction / GF|1972-011972|04
Robinson, Barbara|The Best Christmas Pageant Ever!|General Fiction / GF|1972-11Nov-1972|04
Stegner, Wallace|Angle of Repose|General Fiction / GF|1972-011972|04.5
Peck, Robert Newton|A Day No Pigs Would Die|General Fiction / GF|1972-12Dec-1972|03.5
O'Brien, Robert C.|Mrs. Frisby and the Rats of NIMH / The Secret of NIMH|General Fiction / GF|1972-011972|04.5
Snyder, Zilpha Keatley|The Witches of Worm|Suspense / S|1972-011972|03
Lobel, Arnold|Frog and Toad Together|General Fiction / GF|1972-011972|01
Mosel, Arlene|The Funny Little Woman|Fantasy / F|1972-10Oct-1972|04
McDermott, Gerald|Anansi the Spider|Fantasy / F|1972-06Jun-1972|04
Lobel, Arnold|Mouse Tales|General Fiction / GF|1972-10Oct-1972|04
Aiken, Joan|Arabel's Raven|General Fiction / GF|1972-04Apr-1972|05
Viorst, Judith|Alexander and the Terrible, Horrible, No Good, Very Bad Day|General Fiction / GF|1972-06Jun-1972|03
Cussler, Clive|The Mediterranean Caper|Action Adventure / AA|1973-11Nov-1973|04
Francis, Dick|Slayride|Suspense / S|1973-011973|04
Hillerman, Tony|Dance Hall of the Dead|Police/Detective/Law Enforcement / PD|1973-011973|04
Peck, Richard|Dreamland Lake|Suspense / S|1973-09Sep-1973|04
Simon, Roger L.|The Big Fix|Private Investigator / PI|1973-011973|03
Kelton, Elmer|The Time It Never Rained|Historical / H|1973-011973|05
Zemach, Harve|Duffy and the Devil|Horror / HORR|1973-06Jun-1973|03.5
Clarke, Arthur C.|Rendezvous with Rama|Science Fiction / SF|1973-08Aug-1973|04
Herbert, Frank|Hellstrom's Hive|Science Fiction / SF|1973-11Nov-1973|04
Kiefer, Warren|The Lingala Code|Suspense / S|1973-011973|04
Farrell, J.G.|The Siege of Krishnapur|Fantasy / F|1973-011973|05
Cooper, Susan|The Dark Is Rising|Fantasy / F|1973-011973|04.5
Merle, Robert|Malevil|Science Fiction / Fantasy / SFF|1973-011973|03.5
Morrison, Toni|Sula|General Fiction / GF|1973-011973|04.5
Goldstein, Arthur D.|A Person Shouldn't Die Like That|General Fiction / GF|1973-03Mar-1973|00
Vonnegut, Kurt|Breakfast of Champions; or, Goodbye, Blue Monday|General Fiction / GF|1973-05May-1973|04.5
Wilder, Thornton|Theophilus North|General Fiction / GF|1973-10Oct-1973|04.5
Cortazar, Julio|All Fires the Fire and Other Stories|General Fiction / GF|1973-011973|05
Ward, Mary Jane|The Snake Pit|General Fiction / GF|1973-07Jul-1973|05
Brown, Joe David|Paper Moon|General Fiction / GF|1973-02Feb-1973|05
Hamner, Earl|Homecoming|General Fiction / GF|1973-06Jun-1973|04
Rockwell, Thomas|How to Eat Fried Worms|General Fiction / GF|1973-011973|04
Fitzgerald, John D.|The Great Brain Reforms|Historical / H|1973-011973|05
St. John, Wylly Folk|The Secret of the Seven Crows|Mystery / M|1973-011973|00
Cogswell, Theodore|Early Bird (ss)|Science Fiction / SF|1973-011973|03
Platt, Kin|Mystery of the Witch Who Wouldn't|General Fiction / GF|1973-03Mar-1973|00
Cameron, Eleanor|The Court of the Stone Children|Suspense / S|1974-011974|03.5
Le Carre, John|Tinker, Tailor, Soldier, Spy|Espionage / E|1974-011974|04
McDonald, Gregory|Fletch|Private Investigator / PI|1974-011974|04
Shaara, Michael|The Killer Angels|Suspense / S|1974-01Jan-1974|04.5
Sjowall, Maj; Wahloo, Per|Cop Killer|Police/Detective/Law Enforcement / PD|1974-011974|05
McKillip, Patricia A.|The Forgotten Beasts of Eld|Fantasy / F|1974-011974|03
Le Guin, Ursula K.|The Dispossessed|Science Fiction / SF|1974-05May-1974|04.5
Anderson, Poul|Midsummer Tempest|Science Fiction / SF|1974-03Mar-1974|03
Haldeman, Joe|The Forever War|Science Fiction / SF|1974-12Dec-1974|04.5
Erdman, Paul E.|The Billion Dollar Sure Thing|Suspense / S|1974-011974|05
Overholser, Stephen|A Hanging In Sweetwater|Historical / H|1974-011974|00
Pope, Elizabeth Marie|The Perilous Gard|Fantasy / F|1974-04Apr-1974|04.5
Gordimer, Nadine|The Conservationist|General Fiction / GF|1974-011974|04
Pynchon, Thomas|Gravity's Rainbow|General Fiction / GF|1974-011974|04.5
Whitney, Phyllis A.|The Secret of the Missing Footprint|General Fiction / GF|1974-12Dec-1974|00
Pronzini, Bill|Stalker|General Fiction / GF|1974-07Jul-1974|00
Koski, Dominic; Scot, Virgil|Kreutzman Formula|General Fiction / GF|1974-07Jul-1974|00
Babitz, Eve|Eve's Hollywood|General Fiction / GF|1974-011974|05
Middleton, Stanley|Holiday|General Fiction / GF|1974-011974|04
Williams, Thomas|The Hair of Harold Roux|General Fiction / GF|1974-011974|04
Danziger, Paula|The Cat Ate My Gymsuit|General Fiction / GF|1974-011974|03.5
Fox, Paula|Slave Dancer|General Fiction / GF|1974-011974|04
Hamilton, Virginia|M.C. Higgins, the Great|General Fiction / GF|1974-011974|04
Blume, Judy|Blubber|General Fiction / GF|1974-10Oct-1974|04
Collier, James Lincoln|My Brother Sam Is Dead|Historical / H|1974-011974|03
Greene, Bette|Philip Hall Likes Me, I Reckon Maybe|General Fiction / GF|1974-01Jan-1974|00
Parish, Peggy|Dinosaur Time|General Fiction / GF|1974-05May-1974|03
Nixon, Joan Lowery|The Mysterious Red Tape Gang|General Fiction / GF|1974-07Jul-1974|00
McDermott, Gerald|Arrow to the Sun|General Fiction / GF|1974-07Jul-1974|03
Thomas, Marlo|Free to Be ... You and Me|General Fiction / GF|1974-01Jan-1974|04
Thiele, Colin|Fire in the Stone|General Fiction / GF|1974-09Sep-1974|00
Burns, Rex|The Alvarez Journal|Police/Detective/Law Enforcement / PD|1975-011975|00
Swarthout, Glendon|The Shootist|Historical / H|1975-01Jan-1975|04
King, Stephen|Salem's Lot|Horror / HORR|1975-011975|04.5
Silverberg, Robert|Born With the Dead|Science Fiction / SF|1975-011975|00
Dick, Philip K.|Flow My Tears, the Policeman Said|Science Fiction / SF|1975-04Apr-1975|04
Wilhelm, Kate|Where Late the Sweet Birds Sang|Science Fiction / SF|1975-12Dec-1975|03
Seymour, Gerald|Harry's Game|Suspense / S|1975-011975|04
Le Guin, Ursula K.|The Wind's Twelve Quarters|Science Fiction / SF|1975-011975|03.5
Sheldon, Sidney|The Naked Face|Suspense / S|1975-07Jul-1975|04
Matheson, Richard|Bid Time Return|Science Fiction / Fantasy / SFF|1975-011975|04
Bellow, Saul|Humboldt's Gift|General Fiction / GF|1975-09Sep-1975|04
Doctorow, E.L.|Ragtime|Literary / L|1975-06Jun-1975|05
Moskin, Marietta|Waiting for Mama|General Fiction / GF|1975-04Apr-1975|00
Stead, Christina|The Little Hotel|General Fiction / GF|1975-04Apr-1975|04
Whitney, Phyllis A.|The Mystery of the Scowling Boy|General Fiction / GF|1975-02Feb-1975|00
Berry, Wendell|The Memory of Old Jack|General Fiction / GF|1975-09Sep-1975|05
Jhabvala, Ruth Prawer|Heat and Dust|General Fiction / GF|1975-011975|04
Stone, Robert|Dog Soldiers|General Fiction / GF|1975-011975|02.5
Wodehouse, P.G.|Right Ho, Jeeves!|General Fiction / GF|1975-11Nov-1975|04.5
Derleth, August|The Memoirs of Solar Pons|Suspense / S|1975-02Feb-1975|00
Raskin, Ellen|The Tattooed Potato and Other Clues|Suspense / S|1975-05May-1975|03.5
Paasilinna, Arto|The Year of the Hare|Literary / L|1975-011975|05
Slote, Alfred|My Robot Buddy|General Fiction / GF|1975-011975|00
Mathis, Sharon Bell|The Hundred Penny Box|General Fiction / GF|1975-05May-1975|04
Avi|No More Magic|General Fiction / GF|1975-011975|04
DePaola, Tomie|Strega Nona: Her Story|General Fiction / GF|1975-011975|04
Aardema, Verna|Why Mosquitoes Buzz in People's Ears|General Fiction / GF|1975-02Feb-1975|04
Baylor, Byrd|Desert is Theirs|General Fiction / GF|1975-10Oct-1975|04.5
DePaola, Tomie|Strega Nona|General Fiction / GF|1975-08Aug-1975|04.5
Anno, Mitsumasa|Anno's Alphabet|General Fiction / GF|1975-01Jan-1975|04
Bailey, Pearl|Duey's Tale|General Fiction / GF|1975-01Jan-1975|00
Patterson, James|The Thomas Berryman Number|Suspense / S|1976-011976|03.5
Garfield, Brian|Hopscotch|Suspense / S|1976-011976|03.5
Hamilton, Donald|The Retaliators|Suspense / S|1976-011976|04
Law, Janice|The Big Payoff|Police/Detective/Law Enforcement / PD|1976-011976|00
MacDonald, Ross|Blue Hammer|Private Investigator / PI|1976-05May-1976|04.5
McDonald, Gregory|Confess, Fletch|Private Investigator / PI|1976-011976|04
Parker, Robert B.|Promised Land|Private Investigator / PI|1976-09Sep-1976|04
Queen, Ellery|Dutch Shoe Mystery|Mystery / M|1976-011976|05
Peck, Richard|Are You in the House Alone?|Suspense / S|1976-11Nov-1976|03
Braun, Matt|The Kincaids|Historical / H|1976-011976|04.5
Cameron, Lou|The Spirit Horses|Historical / H|1976-011976|00
Jones, Douglas C.|The Court-Martial of George Armstrong Custer|Historical / H|1976-011976|03.5
Pohl, Frederik|Gateway|Science Fiction / SF|1976-011976|04
Pohl, Frederik|Man Plus|Science Fiction / SF|1976-07Jul-1976|04
Kotzwinkle, William|Doctor Rat|Science Fiction / SF|1976-05May-1976|04
McCauley, Kirby|Frights|Horror / HORR|1976-05May-1976|00
Moorcock, Michael|Sailor on the Seas of Fate|Fantasy / F|1976-12Dec-1976|03.5
Steinbeck, John|The Acts of King Arthur and His Noble Knights|Fantasy / F|1976-011976|04.5
Bennett, Jay|The Dangling Witness|Suspense / S|1976-06Jun-1976|00
Bond, Nancy|A String in the Harp|Fantasy / F|1976-01Jan-1976|04
Cooper, Susan|The Grey King|Fantasy / F|1976-011976|04.5
Gardner, John E.|October Light|General Fiction / GF|1976-11Nov-1976|05
Hoberman, Mary Ann|I Like Old Clothes|General Fiction / GF|1976-03Mar-1976|03
Stegner, Wallace|The Spectator Bird|General Fiction / GF|1976-05May-1976|04
Walsh, Jill Paton|Unleaving|General Fiction / GF|1976-011976|00
Taylor, Mildred D.|Roll of Thunder, Hear My Cry|Historical / H|1976-10Oct-1976|04.5
Adler, Renata|Speedboat|General Fiction / GF|1976-011976|05
Thurber, James|The Wonderful O|General Fiction / GF|1976-10Oct-1976|05
Kalb, Jonah|The Goof That Won the Pennant|General Fiction / GF|1976-10Oct-1976|00
Carter, Forrest|The Education of Little Tree|General Fiction / GF|1976-011976|04
Steig, William|Abel's Island|General Fiction / GF|1976-05May-1976|04
Storey, David|Saville|General Fiction / GF|1976-011976|02
Fitzgerald, John D.|The Great Brain Does It Again|Historical / H|1976-011976|05
McCloskey, Robert|Homer Price|General Fiction / GF|1976-11Nov-1976|04
Steig, William|The Amazing Bone|General Fiction / GF|1976-09Sep-1976|03.5
Musgrove, Margaret|Ashanti to Zulu|General Fiction / GF|1976-02Feb-1976|00
Hogrogian, Nonny|Contest|General Fiction / GF|1976-11Nov-1976|04.5
Block, Lawrence|Time to Murder and Create|Private Investigator / PI|1977-011977|04.5
Hamilton, Donald|The Terrorizers|Suspense / S|1977-011977|05
